"filename", "language", "Properties", "JavaScript", "PHP", "YAML", "Markdown", "JSON", "HTML (Twig)", "SCSS", "CSS", "HTML", "XML", "comment", "blank", "total"
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\ProfilType.php", "PHP", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 206
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\ProjetsAutocompleteField.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 40
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\RegistrationFormType.php", "PHP", 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 250
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\ResetPasswordRequestFormType.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\ServicesType.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 48
"d:\Expace_Development\Mes_projets\expace-dev\src\Form\UsersAutocompleteField.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 34
"d:\Expace_Development\Mes_projets\expace-dev\src\Kernel.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\ActivitesRepository.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 67
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\ArticlesRepository.php", "PHP", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 130
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\CategoriesRepository.php", "PHP", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 32, 22, 101
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\CommentsRepository.php", "PHP", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 32, 24, 113
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\DevisRepository.php", "PHP", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 161
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\DocsMessagesRepository.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 67
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\FacturesRepository.php", "PHP", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 161
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\ImagesPortfoliosRepository.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 67
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\MessagesRepository.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20, 101
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\NotificationsRepository.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 67
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\PaiementsRepository.php", "PHP", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 32, 23, 112
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\PortfoliosRepository.php", "PHP", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 100
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\ProjetsRepository.php", "PHP", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 147
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\ResetPasswordRequestRepository.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 52
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\TemoignagesRepository.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 32, 22, 110
"d:\Expace_Development\Mes_projets\expace-dev\src\Repository\UsersRepository.php", "PHP", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 35, 34, 163
"d:\Expace_Development\Mes_projets\expace-dev\src\Security\AppAuthenticator.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 62
"d:\Expace_Development\Mes_projets\expace-dev\src\Security\EmailVerifier.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 54
"d:\Expace_Development\Mes_projets\expace-dev\src\Services\DashboardAdminService.php", "PHP", 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 292
"d:\Expace_Development\Mes_projets\expace-dev\src\Services\InvoiceService.php", "PHP", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 108
"d:\Expace_Development\Mes_projets\expace-dev\src\Services\MailerService.php", "PHP", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 81
"d:\Expace_Development\Mes_projets\expace-dev\src\Services\NumInvoiceService.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"d:\Expace_Development\Mes_projets\expace-dev\src\Services\UploadService.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\activites\new.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\categories\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 6, 39
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\categories\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\commentaires\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 33
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\commentaires\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\blog\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\dashboard\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 6, 73
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\devis\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\devis\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\devis\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 7, 47
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\factures\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\factures\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\factures\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 7, 47
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\_delete_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\new.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 12
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\messages\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 9, 52
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\paiement\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\portfolios\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\portfolios\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\projets\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 5, 47
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\projets\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\temoignages\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\admin\temoignages\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\base.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 6, 37
"d:\Expace_Development\Mes_projets\expace-dev\templates\bundles\TwigBundle\Exception\error403.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 12, 44
"d:\Expace_Development\Mes_projets\expace-dev\templates\bundles\TwigBundle\Exception\error404.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 12, 44
"d:\Expace_Development\Mes_projets\expace-dev\templates\bundles\TwigBundle\Exception\error500.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 12, 44
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\blog\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\blog\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 5, 47
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\dashboard\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 6, 83
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\devis\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\factures\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\_delete_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 6, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\new.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\messages\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 9, 52
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\projets\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 5, 47
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\projets\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\client\temoignages\new.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\activites_admin_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 7, 26
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_articles_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_articles_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 7, 83
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_categories.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_categories_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 7, 23
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_categories_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 9, 85
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_comment.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 10, 91
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_comment_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_commentaires_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 7, 23
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_commentaires_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 7, 84
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_menu.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_post.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_post_all.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 2, 37
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_post_recent.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\blog_search_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\breadcrumbs.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\clients_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 7, 89
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\contact_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 25
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\devis_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 11
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\devis_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 3, 70
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\devis_list_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 1, 63
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\factures_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 11
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\factures_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 3, 68
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\factures_list_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 1, 61
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\messages_count.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\messages_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 20
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\messages_form_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\messages_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 7, 99
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\messages_list_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 7, 99
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\notifications_count.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\pagination.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 1, 33
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\paiements_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 48
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\portfolios_all.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 46
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\portfolios_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 11, 82
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\portfolios_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 8, 88
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\profil_form_credentials.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 4, 70
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\profil_form_info.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 13, 129
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\projets_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\projets_form_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\projets_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 13, 111
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\projets_list_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 9, 107
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\registration.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 16, 188
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\reset_password.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 4, 67
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\temoignages_form_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 10, 29
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\temoignages_form_client.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 9, 25
"d:\Expace_Development\Mes_projets\expace-dev\templates\components\temoignages_list_admin.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 9, 97
"d:\Expace_Development\Mes_projets\expace-dev\templates\emails\_contact.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"d:\Expace_Development\Mes_projets\expace-dev\templates\emails\_new_doc.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"d:\Expace_Development\Mes_projets\expace-dev\templates\form-theme.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 2, 23
"d:\Expace_Development\Mes_projets\expace-dev\templates\home\contact.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 6, 63
"d:\Expace_Development\Mes_projets\expace-dev\templates\home\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\home\portfolio.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 5, 11
"d:\Expace_Development\Mes_projets\expace-dev\templates\home\portfolio_details.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 13, 57
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_carousel.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 48
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_featured.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 27
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_footer.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 60
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_procedure.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_statistiques.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 37
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\_testimonials.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\navbar-mobile.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 28
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\navigation.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 1, 52
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\social-icon.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"d:\Expace_Development\Mes_projets\expace-dev\templates\partials\topbar.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 7, 41
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\_delete_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\_form.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\edit.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 6, 14
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\index.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 5, 74
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\new.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 12
"d:\Expace_Development\Mes_projets\expace-dev\templates\profil\show.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 7, 103
"d:\Expace_Development\Mes_projets\expace-dev\templates\registration\confirmation_email.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 10, 64
"d:\Expace_Development\Mes_projets\expace-dev\templates\registration\register.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
"d:\Expace_Development\Mes_projets\expace-dev\templates\reset_password\check_email.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"d:\Expace_Development\Mes_projets\expace-dev\templates\reset_password\email.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 12, 65
"d:\Expace_Development\Mes_projets\expace-dev\templates\reset_password\request.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"d:\Expace_Development\Mes_projets\expace-dev\templates\reset_password\reset.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 22
"d:\Expace_Development\Mes_projets\expace-dev\templates\security\login.html.twig", "HTML (Twig)", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 10, 9, 63
